croptype,soiltype,season,month,climate,precipitation,wind,humidity,farming
Tea,Mountain Soil,Southwest Monsoon,November,Mountain Climate,89.82108800214867,99.2685246056616,97.15125910011028,no
Oilseeds,Red Soil,Southwest Monsoon,April,Mountain Climate,38.59997526224747,95.52787181357145,86.72782039047966,no
Soybeans,Laterite Soil,Hot Dry Season,September,Humid Subtropical Climate,74.09520310807127,54.04867081140471,32.49594819712519,no
Sugarcane,Red Soil,Northeast Monsoon,July,Tropical Wet and Dry (Monsoon-Influenced),72.90021196304563,31.33254238972154,79.88596063584365,no
Tapioca,Laterite Soil,Hot Dry Season,November,Tropical Wet and Dry (Monsoon-Influenced),59.57851080765403,51.431572075004404,43.90530639727327,yes
Rice,Mountain Soil,Southwest Monsoon,April,Tropical Savanna,32.11355347139171,74.63299835165077,88.47994278897586,yes
Coconut,Laterite Soil,Northeast Monsoon,April,Tropical Semi-Arid,90.33033645515899,34.86632307285517,64.4489366786961,no
Soybeans,Mountain Soil,Hot Dry Season,August,Tropical Wet (Monsoon),13.812138279827767,84.03423215233029,82.18737737727248,no
Rice,Lateritic Red Soil,Southwest Monsoon,February,Tropical Semi-Arid,66.11392972232505,85.05424316708094,70.33018919451891,no
Banana,Laterite Soil,Northeast Monsoon,September,Tropical Semi-Arid,44.29903084536186,63.03596049350344,12.454173449016437,yes
Turmeric,Lateritic Red Soil,Northeast Monsoon,September,Humid Subtropical Climate,75.44038458489182,3.234174721635963,16.002542234259344,no
Tea,Mountain Soil,Southwest Monsoon,August,Tropical Wet and Dry (Monsoon-Influenced),43.30178980672833,29.693337136740194,39.73350545456259,no
Tea,Mountain Soil,Southwest Monsoon,June,Tropical Semi-Arid,35.19843190387492,70.27546523392128,53.738221586376554,yes
Sugarcane,Laterite Soil,Southwest Monsoon,September,Tropical Wet and Dry (Monsoon-Influenced),46.73484366418613,49.046081620297,60.47131084509688,yes
Mango,Lateritic Red Soil,Southwest Monsoon,January,Mountain Climate,30.233642670888493,32.736620822338594,26.810787164525617,yes
Banana,Red Soil,Hot Dry Season,May,Tropical Wet (Monsoon),12.372135870451872,53.97805221703985,82.95309112736138,no
Oilseeds,Red Soil,Northeast Monsoon,May,Tropical Semi-Arid,33.7077739657924,79.34692546981364,12.542413408504471,no
Tea,Black Soil,Hot Dry Season,April,Humid Subtropical Climate,29.37973324004902,3.5021145850973934,46.76757208329298,no
Turmeric,Laterite Soil,Hot Dry Season,March,Tropical Savanna,21.411461219827665,7.97260870536074,69.23153904635073,yes
Banana,Alluvial Soil,Northeast Monsoon,September,Tropical Wet and Dry (Monsoon-Influenced),70.86489329849954,70.02973859901628,16.22882306407769,no
Mango,Red Soil,Southwest Monsoon,January,Tropical Savanna,3.1226257016734427,94.44541551841174,84.15335625413888,no
Sugarcane,Alluvial Soil,Southwest Monsoon,September,Mountain Climate,7.375135320937831,51.63062212295849,99.68722923196582,yes
Sugarcane,Alluvial Soil,Hot Dry Season,July,Mountain Climate,68.78681691268605,80.3607705151353,66.54743341620797,yes
Coffee,Lateritic Red Soil,Northeast Monsoon,August,Tropical Savanna,73.72084274573763,14.405740610198015,80.59279132186163,no
Groundnut,Laterite Soil,Southwest Monsoon,February,Tropical Wet (Monsoon),70.25002862439281,16.961289929687375,26.369490644480454,no
Oilseeds,Alluvial Soil,Hot Dry Season,December,Subtropical Highland Climate,13.582322409283055,20.982344689718513,84.74553104566091,no
Betel Leaves,Black Soil,Hot Dry Season,June,Tropical Semi-Arid,48.41005537914895,98.84465836591527,88.74729592155043,yes
Cotton,Red Soil,Southwest Monsoon,April,Humid Subtropical Climate,82.82831469794792,57.83286453765834,12.888466540999788,yes
Red Chili,Lateritic Red Soil,Hot Dry Season,March,Tropical Wet (Monsoon),20.934666434092165,22.214947218246216,76.94025168457503,no
Coconut,Mountain Soil,Northeast Monsoon,January,Mountain Climate,64.59424315098545,35.95946835351046,62.765977270379445,no
Sugarcane,Alluvial Soil,Northeast Monsoon,March,Subtropical Highland Climate,9.991273734872097,33.54970920225118,24.371148771766315,no
Black Pepper,Mountain Soil,Northeast Monsoon,February,Tropical Wet and Dry (Monsoon-Influenced),89.43478712029977,71.97622555691645,27.94024296012895,no
Rice,Laterite Soil,Hot Dry Season,May,Tropical Savanna,89.6774070202318,50.2679030708128,71.83630480468054,no
Rice,Alluvial Soil,Hot Dry Season,June,Tropical Semi-Arid,18.2992739525746,36.6692081253017,72.09179039238957,no
Tea,Alluvial Soil,Northeast Monsoon,May,Tropical Semi-Arid,41.989185515624136,65.49939735911512,61.27304135812989,no
Cashew,Alluvial Soil,Southwest Monsoon,February,Humid Subtropical Climate,39.985429647234696,54.48417038555085,37.9021013558147,no
Soybeans,Red Soil,Hot Dry Season,February,Subtropical Highland Climate,19.288456178155222,1.096061049956698,20.98968463654929,yes
Soybeans,Alluvial Soil,Hot Dry Season,April,Tropical Semi-Arid,29.47545290321415,42.02243956119756,9.539328936592394,yes
Oilseeds,Mountain Soil,Northeast Monsoon,June,Tropical Wet (Monsoon),85.36080441819848,46.93725961319273,17.16693936133671,no
Turmeric,Lateritic Red Soil,Hot Dry Season,July,Subtropical Highland Climate,32.50277897420477,41.92382390343796,42.05411871626512,yes
Betel Leaves,Black Soil,Northeast Monsoon,May,Mountain Climate,71.49112910121667,26.792833872272993,45.1843600972566,no
Mango,Lateritic Red Soil,Hot Dry Season,May,Tropical Savanna,27.436405130272234,87.76187003065812,16.47939177612061,yes
Black Pepper,Mountain Soil,Southwest Monsoon,February,Tropical Savanna,22.490343787376833,14.833253620502497,70.6267138665993,no
Coconut,Alluvial Soil,Hot Dry Season,December,Tropical Wet and Dry (Monsoon-Influenced),65.88032503635137,17.235429688627324,83.11757541802575,no
Coffee,Laterite Soil,Northeast Monsoon,October,Tropical Semi-Arid,11.914707376419786,50.053950067880024,19.245166507667943,no
Cardamom,Alluvial Soil,Northeast Monsoon,April,Tropical Semi-Arid,83.04322601703399,47.17517757222086,26.1175821720396,yes
Coffee,Red Soil,Southwest Monsoon,May,Tropical Wet (Monsoon),38.57517059586439,14.580095714965168,5.923646085385126,yes
Red Chili,Laterite Soil,Hot Dry Season,April,Humid Subtropical Climate,88.65150510682395,78.50767234058563,48.408275549153245,yes
Oilseeds,Black Soil,Southwest Monsoon,May,Tropical Semi-Arid,55.12528341274307,24.871009773762097,70.70085755448059,no
Tapioca,Red Soil,Northeast Monsoon,February,Tropical Savanna,57.85127514282067,23.46685824134147,34.16723217331962,no
Coconut,Laterite Soil,Southwest Monsoon,January,Tropical Wet and Dry (Monsoon-Influenced),6.933622063222089,61.66257535023711,24.521129866530366,yes
Cotton,Lateritic Red Soil,Northeast Monsoon,August,Tropical Wet (Monsoon),31.55417749395254,37.212042042282064,25.351588735784592,no
Oilseeds,Mountain Soil,Northeast Monsoon,November,Tropical Wet and Dry (Monsoon-Influenced),37.60909078708055,72.2580536477488,30.729996373833668,yes
Groundnut,Laterite Soil,Southwest Monsoon,March,Mountain Climate,65.94110588508133,7.738339999482813,4.315583677314649,no
Coffee,Black Soil,Hot Dry Season,June,Subtropical Highland Climate,38.353893415954154,58.336270027350615,54.44588619882196,yes
Cardamom,Laterite Soil,Northeast Monsoon,January,Tropical Semi-Arid,84.98921259833715,56.765341297843484,5.69351869790612,yes
Tea,Lateritic Red Soil,Hot Dry Season,April,Tropical Savanna,50.12122564528355,52.35928625480254,2.9152032194311617,yes
Sugarcane,Alluvial Soil,Southwest Monsoon,March,Tropical Semi-Arid,5.109967174150388,43.78950864516249,49.248794938191985,no
Red Chili,Lateritic Red Soil,Northeast Monsoon,November,Tropical Semi-Arid,88.00378192873069,46.95737047403461,25.338415828915196,no
Betel Leaves,Laterite Soil,Southwest Monsoon,December,Humid Subtropical Climate,13.617168694302572,86.2249471137444,68.90766493086375,no
Oilseeds,Black Soil,Northeast Monsoon,February,Tropical Wet (Monsoon),25.974468034302568,60.44407201077333,0.7108908070487807,no
Soybeans,Mountain Soil,Southwest Monsoon,May,Tropical Wet and Dry (Monsoon-Influenced),2.164171617749444,21.70631010593982,74.85349053347883,yes
Cotton,Lateritic Red Soil,Southwest Monsoon,May,Subtropical Highland Climate,28.2675154895891,16.557257350133547,55.22511327041045,yes
Soybeans,Black Soil,Hot Dry Season,May,Tropical Wet (Monsoon),32.01023354969244,13.422543380714636,79.22020931180252,no
Black Pepper,Alluvial Soil,Hot Dry Season,July,Mountain Climate,2.1339221588037582,42.52678647660609,58.336836171755316,yes
Coconut,Alluvial Soil,Northeast Monsoon,March,Tropical Wet and Dry (Monsoon-Influenced),99.8189961004651,0.8078047714397796,4.487768859998697,yes
Tapioca,Red Soil,Southwest Monsoon,December,Mountain Climate,57.61329322584341,5.477474547063621,34.554789541976675,yes
Turmeric,Black Soil,Northeast Monsoon,February,Tropical Savanna,80.84741434059917,99.32930737563782,10.472908612074338,no
Black Pepper,Mountain Soil,Northeast Monsoon,September,Tropical Wet and Dry (Monsoon-Influenced),42.74333514158089,26.090925707362178,21.43309190409558,no
Soybeans,Lateritic Red Soil,Northeast Monsoon,December,Mountain Climate,54.300628160245665,33.895113548428924,7.2712472480110035,yes
Oilseeds,Alluvial Soil,Southwest Monsoon,June,Subtropical Highland Climate,25.739057714882364,90.95697049042273,59.04101690654804,yes
Red Chili,Red Soil,Northeast Monsoon,August,Humid Subtropical Climate,96.68271978262342,38.66139674841777,12.068895329173879,no
Betel Leaves,Alluvial Soil,Northeast Monsoon,June,Tropical Savanna,37.356106948329284,65.53739450663129,68.32508088885422,no
Cashew,Mountain Soil,Northeast Monsoon,March,Tropical Savanna,98.6510542772324,99.3094872999448,51.15605427532927,yes
Sugarcane,Mountain Soil,Northeast Monsoon,April,Mountain Climate,19.043164301649785,73.40645191713338,24.74849861429471,no
Black Pepper,Mountain Soil,Northeast Monsoon,July,Subtropical Highland Climate,88.00468083462883,89.61209160457749,92.00595024888268,yes
Red Chili,Laterite Soil,Southwest Monsoon,February,Mountain Climate,48.5094047667134,52.55406286264738,94.64655394370853,no
Groundnut,Lateritic Red Soil,Southwest Monsoon,March,Tropical Wet (Monsoon),70.34188109257303,33.85335856686932,4.97503602876852,no
Tapioca,Alluvial Soil,Southwest Monsoon,February,Tropical Wet (Monsoon),89.57258637418222,42.33411833346269,0.6577555413796676,yes
Cashew,Red Soil,Hot Dry Season,May,Mountain Climate,99.61346305606673,28.921285187290547,71.28949157685288,no
Cardamom,Black Soil,Hot Dry Season,May,Tropical Wet and Dry (Monsoon-Influenced),41.9546967965076,32.47612533717823,26.287827847965882,yes
Betel Leaves,Laterite Soil,Hot Dry Season,February,Tropical Wet (Monsoon),11.162613078088457,66.74290387215423,54.078868291504,no
Sugarcane,Mountain Soil,Southwest Monsoon,December,Subtropical Highland Climate,54.6329637540161,93.70057926555153,34.23395332260094,yes
Betel Leaves,Laterite Soil,Northeast Monsoon,May,Tropical Savanna,75.44109967241394,76.04817942775911,48.651640601647216,no
Tapioca,Red Soil,Hot Dry Season,February,Humid Subtropical Climate,85.63856659279068,58.716982325677,43.147057954439084,yes
Red Chili,Laterite Soil,Northeast Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),73.89705976535154,41.71636254401116,78.47484693515148,no
Groundnut,Alluvial Soil,Hot Dry Season,April,Humid Subtropical Climate,9.276240498209098,33.08964314168037,2.8188296102024,yes
Tapioca,Black Soil,Hot Dry Season,August,Humid Subtropical Climate,48.91686470659514,50.881950884826544,10.04365654558036,yes
Red Chili,Mountain Soil,Hot Dry Season,February,Mountain Climate,30.415579886515854,28.652814960477635,85.98784775892716,no
Red Chili,Black Soil,Hot Dry Season,November,Tropical Semi-Arid,39.17957172257003,41.48158106441579,89.51314844005829,no
Sugarcane,Mountain Soil,Hot Dry Season,August,Tropical Wet (Monsoon),68.38534386013704,95.8770261556451,99.78356091960761,yes
Betel Leaves,Red Soil,Northeast Monsoon,December,Tropical Savanna,3.7361033158126555,9.020325475141588,50.95182536010468,yes
Cashew,Alluvial Soil,Northeast Monsoon,February,Mountain Climate,64.16377221969923,41.52957983181241,6.721130712088286,no
Soybeans,Mountain Soil,Hot Dry Season,December,Tropical Savanna,39.71551763109294,94.67352184006387,29.517402130491867,yes
Tea,Red Soil,Southwest Monsoon,May,Subtropical Highland Climate,73.99426820983723,44.59066933120121,99.8184284045826,yes
Soybeans,Red Soil,Hot Dry Season,May,Humid Subtropical Climate,4.713315752152381,79.33377930737709,55.71774855465016,yes
Soybeans,Black Soil,Southwest Monsoon,July,Tropical Wet (Monsoon),87.83661268723496,1.263157995915054,43.01873310446367,no
Turmeric,Black Soil,Hot Dry Season,September,Humid Subtropical Climate,66.41957253892315,56.78530977896868,51.42185252188659,no
Cotton,Black Soil,Northeast Monsoon,November,Subtropical Highland Climate,60.99325507368096,57.2136222168348,16.37225051351746,no
Coffee,Laterite Soil,Southwest Monsoon,May,Subtropical Highland Climate,99.79238356561424,8.226778711199534,63.29347367788007,no
Cotton,Alluvial Soil,Southwest Monsoon,April,Humid Subtropical Climate,56.78416072460283,43.13734721223747,2.498827957544336,yes
Coffee,Red Soil,Northeast Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),15.245738903610773,13.505691381585716,39.77290241204445,yes
Soybeans,Mountain Soil,Southwest Monsoon,March,Subtropical Highland Climate,29.51525141951986,70.8510345688785,62.69299124739946,yes
Turmeric,Lateritic Red Soil,Hot Dry Season,February,Tropical Savanna,90.63773891432677,34.823827634212854,21.03588331701155,no
Betel Leaves,Mountain Soil,Southwest Monsoon,May,Subtropical Highland Climate,1.4056143180218528,19.475001084975897,98.68289731017002,yes
Cashew,Black Soil,Southwest Monsoon,December,Subtropical Highland Climate,95.11181174002566,22.322878751229247,77.21092251733441,yes
Cotton,Laterite Soil,Southwest Monsoon,March,Mountain Climate,46.00632129072271,53.34695651259543,35.96538225895174,yes
Red Chili,Red Soil,Southwest Monsoon,September,Tropical Wet (Monsoon),58.58841819231585,75.16104323267163,18.350586273903936,no
Banana,Alluvial Soil,Northeast Monsoon,October,Mountain Climate,0.8525637830499755,89.42281818721887,66.30867019865765,yes
Coconut,Alluvial Soil,Southwest Monsoon,August,Tropical Wet (Monsoon),69.25307514237363,92.2816083006777,96.49192497593049,no
Coffee,Lateritic Red Soil,Southwest Monsoon,July,Subtropical Highland Climate,58.87051528942556,30.55740576902287,5.53143895353262,yes
Tea,Alluvial Soil,Northeast Monsoon,December,Subtropical Highland Climate,54.60333138920319,3.7137095888226335,68.09034631618555,yes
Coffee,Laterite Soil,Northeast Monsoon,February,Mountain Climate,45.633093681910864,74.57394119691088,56.967595021874764,no
Tea,Black Soil,Northeast Monsoon,February,Tropical Wet (Monsoon),66.25173510267956,9.866669412758434,94.7170798191806,no
Soybeans,Mountain Soil,Northeast Monsoon,July,Mountain Climate,93.1354276951052,48.082997518700296,54.9236821935377,yes
Soybeans,Lateritic Red Soil,Northeast Monsoon,January,Humid Subtropical Climate,37.67160202164411,21.40701865068437,98.56956421437656,yes
Sugarcane,Alluvial Soil,Northeast Monsoon,December,Tropical Semi-Arid,13.829049792341175,88.52093754099344,60.817056023898516,yes
Banana,Black Soil,Southwest Monsoon,May,Subtropical Highland Climate,55.500957183041656,79.20725383633398,45.729700186683196,yes
Turmeric,Alluvial Soil,Southwest Monsoon,November,Tropical Wet (Monsoon),22.981653841526008,89.82848778330205,61.33113854394268,yes
Cardamom,Mountain Soil,Southwest Monsoon,July,Tropical Semi-Arid,48.29313128088546,56.717642706388204,54.538353892444356,no
Tea,Mountain Soil,Northeast Monsoon,July,Tropical Savanna,11.742363252942667,16.98343693319385,36.1070653981585,yes
Cardamom,Lateritic Red Soil,Northeast Monsoon,March,Tropical Wet (Monsoon),73.75796785774017,9.93614713266825,67.13804336644695,yes
Black Pepper,Laterite Soil,Northeast Monsoon,January,Tropical Semi-Arid,42.060384309219344,75.47369794631177,24.80497032966832,yes
Tapioca,Lateritic Red Soil,Northeast Monsoon,September,Tropical Wet and Dry (Monsoon-Influenced),96.79253020077368,9.640754939155327,44.428221811730786,yes
Cardamom,Black Soil,Southwest Monsoon,April,Mountain Climate,96.41225998599276,23.993786618772827,10.654437969336595,yes
Turmeric,Lateritic Red Soil,Hot Dry Season,September,Humid Subtropical Climate,99.8756699154644,56.54580709043666,15.833282817776107,no
Tea,Lateritic Red Soil,Northeast Monsoon,August,Tropical Wet (Monsoon),38.65733610530031,57.49457712247656,74.64307211006336,yes
Tapioca,Laterite Soil,Hot Dry Season,September,Subtropical Highland Climate,81.62168083388583,42.64981076943914,54.61851239838216,yes
Sugarcane,Black Soil,Southwest Monsoon,July,Mountain Climate,4.2959544387529025,13.15138264092428,35.43451708602995,no
Tapioca,Red Soil,Hot Dry Season,February,Tropical Wet (Monsoon),7.303727383539127,78.16404102665679,86.03515269489867,no
Cashew,Black Soil,Southwest Monsoon,August,Tropical Wet (Monsoon),12.351842012442859,26.488197328733875,33.925213871259565,no
Tea,Mountain Soil,Northeast Monsoon,January,Tropical Wet and Dry (Monsoon-Influenced),36.23169277470634,9.493784990496135,55.69462678120699,yes
Banana,Black Soil,Hot Dry Season,November,Tropical Wet (Monsoon),51.407100035316425,26.503362331865688,21.2020560375203,yes
Red Chili,Lateritic Red Soil,Southwest Monsoon,April,Humid Subtropical Climate,66.33024842758765,43.36096575971713,88.94648910567028,yes
Red Chili,Laterite Soil,Hot Dry Season,November,Mountain Climate,37.24285080248122,95.0228001737142,77.89147057684995,yes
Black Pepper,Mountain Soil,Southwest Monsoon,January,Tropical Wet and Dry (Monsoon-Influenced),73.5566525547554,39.579018284213596,56.044167827889204,no
Cashew,Red Soil,Southwest Monsoon,June,Humid Subtropical Climate,34.17287192942109,37.91347867271861,31.251223009044626,no
Banana,Black Soil,Hot Dry Season,April,Mountain Climate,18.145493470865325,97.28436914943079,93.93155922347924,no
Sugarcane,Red Soil,Southwest Monsoon,December,Tropical Savanna,51.36494033416902,49.61743321945614,79.2531989121144,no
Groundnut,Red Soil,Hot Dry Season,November,Tropical Savanna,19.239831943655904,73.97165891089418,73.16358850426712,no
Betel Leaves,Mountain Soil,Northeast Monsoon,January,Mountain Climate,48.65261329332269,41.80942050940669,66.40789720640406,yes
Mango,Lateritic Red Soil,Hot Dry Season,November,Tropical Wet and Dry (Monsoon-Influenced),65.82338090683261,59.833449989688106,91.68874292075114,no
Soybeans,Mountain Soil,Northeast Monsoon,August,Tropical Semi-Arid,44.34561938146619,14.801235756581022,49.437099128125325,no
Coconut,Lateritic Red Soil,Southwest Monsoon,May,Subtropical Highland Climate,30.758662300951677,90.49666538174772,91.75877127744674,yes
Tea,Black Soil,Hot Dry Season,October,Tropical Semi-Arid,64.09589175970405,66.35478686211724,96.03495085731605,yes
Coffee,Red Soil,Southwest Monsoon,September,Tropical Savanna,65.61562495779133,26.822408434139135,44.569933532604445,yes
Oilseeds,Red Soil,Southwest Monsoon,March,Tropical Savanna,56.62751939093409,81.26673579278354,30.927487076325356,no
Groundnut,Red Soil,Southwest Monsoon,October,Tropical Semi-Arid,53.7429368757284,20.059136842659896,7.071838989458157,yes
Coconut,Mountain Soil,Hot Dry Season,January,Humid Subtropical Climate,20.7877126557658,5.642180845335954,0.515442049480952,no
Turmeric,Laterite Soil,Southwest Monsoon,June,Tropical Semi-Arid,48.61598659900462,95.93933427294222,98.36456064353226,no
Tea,Red Soil,Northeast Monsoon,November,Tropical Wet (Monsoon),46.82416461265851,61.47983550962034,79.24513173029564,no
Oilseeds,Red Soil,Hot Dry Season,June,Tropical Savanna,72.67861335020525,48.37612426549563,79.51838863542143,yes
Sugarcane,Alluvial Soil,Hot Dry Season,October,Tropical Wet and Dry (Monsoon-Influenced),99.49317608287576,83.36332716452203,96.66889833860589,no
Turmeric,Alluvial Soil,Northeast Monsoon,November,Humid Subtropical Climate,84.25657856894159,7.3887901879683415,82.04731110760467,no
Rice,Lateritic Red Soil,Hot Dry Season,January,Humid Subtropical Climate,86.06697066845763,11.436986940950412,29.658806356082714,yes
Coffee,Lateritic Red Soil,Northeast Monsoon,March,Mountain Climate,63.63547279271611,25.54869501584076,35.300090080525095,yes
Rice,Laterite Soil,Southwest Monsoon,March,Tropical Savanna,13.400017505893992,80.4001590951508,33.02280893792244,no
Cashew,Red Soil,Northeast Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),3.2711880124227433,63.24087712607729,23.800300266993425,no
Red Chili,Black Soil,Northeast Monsoon,March,Mountain Climate,97.08073291206021,78.79694995131152,19.534998223493194,no
Coffee,Mountain Soil,Hot Dry Season,July,Tropical Semi-Arid,1.2704480512056526,87.4192678299556,11.54033258929763,no
Sugarcane,Red Soil,Southwest Monsoon,March,Tropical Wet and Dry (Monsoon-Influenced),57.57719264943893,38.39647967491436,68.85831959434483,yes
Betel Leaves,Alluvial Soil,Southwest Monsoon,November,Tropical Wet (Monsoon),38.06206730082534,22.35415230443166,32.83417004759072,yes
Coffee,Red Soil,Southwest Monsoon,November,Tropical Wet (Monsoon),32.87489504562341,1.2645674200770451,59.76705004817471,no
Cardamom,Red Soil,Northeast Monsoon,June,Tropical Wet (Monsoon),46.772369694736526,94.83894131209124,59.896118915504395,yes
Turmeric,Black Soil,Southwest Monsoon,May,Humid Subtropical Climate,5.009868506636394,81.05985565115789,11.080895468406581,no
Sugarcane,Red Soil,Hot Dry Season,March,Tropical Semi-Arid,55.67148289099483,70.6264848325484,25.185901298279955,yes
Tea,Lateritic Red Soil,Northeast Monsoon,December,Subtropical Highland Climate,13.336681980623776,45.62721565171775,4.497698482232726,yes
Sugarcane,Lateritic Red Soil,Northeast Monsoon,July,Tropical Wet and Dry (Monsoon-Influenced),43.467998370759254,52.9654755555878,33.19286827284365,yes
Rice,Mountain Soil,Southwest Monsoon,July,Tropical Savanna,28.783881309032466,74.41649052079732,49.737649355121206,yes
Tea,Black Soil,Southwest Monsoon,March,Subtropical Highland Climate,85.07395411668085,72.40369247577131,67.62574847752923,no
Oilseeds,Red Soil,Southwest Monsoon,July,Subtropical Highland Climate,80.00964636589374,81.42889607162007,26.560561042098584,no
Betel Leaves,Red Soil,Southwest Monsoon,March,Tropical Wet (Monsoon),41.51010348464589,72.38541716997516,93.68330282042527,no
Tapioca,Red Soil,Southwest Monsoon,January,Tropical Semi-Arid,9.936701547018457,3.649520406092255,27.68055279250069,no
Red Chili,Lateritic Red Soil,Northeast Monsoon,March,Tropical Savanna,74.28993162876493,61.250877069209274,61.369815956007045,no
Rice,Mountain Soil,Northeast Monsoon,June,Tropical Semi-Arid,61.60606947483003,27.1598172298124,31.902344847612852,no
Cashew,Laterite Soil,Northeast Monsoon,March,Tropical Wet (Monsoon),87.1906147379921,7.386711269287439,50.03632602348485,yes
Cashew,Mountain Soil,Hot Dry Season,July,Tropical Savanna,57.22835350173929,32.8431350572208,36.43872218572668,no
Red Chili,Alluvial Soil,Southwest Monsoon,January,Subtropical Highland Climate,36.93898953039159,53.1149617624637,6.4137737458832556,no
Coffee,Laterite Soil,Northeast Monsoon,February,Mountain Climate,46.89913210124328,85.80413712321527,79.936408644779,no
Oilseeds,Black Soil,Hot Dry Season,May,Humid Subtropical Climate,35.71748320411417,80.07087677937406,62.10675145767806,yes
Cashew,Black Soil,Northeast Monsoon,May,Subtropical Highland Climate,43.45733899591484,7.467891056581577,30.040667843079994,no
Cardamom,Mountain Soil,Hot Dry Season,September,Tropical Savanna,91.6040653550603,40.57634404005106,94.62375035757921,no
Mango,Mountain Soil,Hot Dry Season,January,Subtropical Highland Climate,67.72413742974528,44.3858954887554,57.534235072899406,yes
Cashew,Alluvial Soil,Hot Dry Season,December,Tropical Wet and Dry (Monsoon-Influenced),6.09029827451486,64.39756590735335,13.074989659395852,no
Betel Leaves,Laterite Soil,Hot Dry Season,June,Subtropical Highland Climate,21.80974564946119,65.12087070656109,55.35959481597872,yes
Groundnut,Alluvial Soil,Northeast Monsoon,July,Tropical Wet and Dry (Monsoon-Influenced),93.1170450220369,21.782183670443555,57.79115073162334,no
Cotton,Laterite Soil,Hot Dry Season,July,Tropical Wet (Monsoon),58.86024527166508,27.707215383099626,54.79564612221879,no
Oilseeds,Mountain Soil,Southwest Monsoon,March,Tropical Wet and Dry (Monsoon-Influenced),75.86036414705941,11.548443670660646,46.74248047343568,yes
Cotton,Laterite Soil,Hot Dry Season,June,Tropical Savanna,62.16565588193512,51.76148727612184,39.04112473084433,no
Banana,Red Soil,Southwest Monsoon,October,Humid Subtropical Climate,40.23584097440911,60.156493904063105,91.87142588987129,yes
Coconut,Lateritic Red Soil,Southwest Monsoon,February,Humid Subtropical Climate,28.513077870461224,93.75991510757923,38.9645848207827,no
Red Chili,Lateritic Red Soil,Northeast Monsoon,August,Tropical Semi-Arid,17.14176216671871,6.0869555085689475,58.027575485144155,no
Soybeans,Black Soil,Hot Dry Season,April,Tropical Savanna,89.09954183616722,68.66917695874558,50.83177953102601,yes
Coconut,Lateritic Red Soil,Northeast Monsoon,December,Tropical Savanna,77.62221600771129,59.87762683566915,42.0552372274899,no
Black Pepper,Red Soil,Hot Dry Season,July,Mountain Climate,24.684992205262745,80.86541646224009,56.09048027667165,yes
Turmeric,Mountain Soil,Hot Dry Season,April,Mountain Climate,4.810451315516273,9.737226000580302,57.2622831559896,yes
Cardamom,Red Soil,Hot Dry Season,March,Tropical Semi-Arid,38.885514514022226,79.30316856507743,60.639766016650995,no
Red Chili,Lateritic Red Soil,Southwest Monsoon,May,Tropical Savanna,20.823317560161204,80.97781863660437,49.22426096749785,yes
Soybeans,Red Soil,Southwest Monsoon,December,Mountain Climate,74.80528878648711,70.38898251100663,35.085425186691666,no
Mango,Black Soil,Northeast Monsoon,April,Subtropical Highland Climate,95.81149332792779,2.3037758834901445,27.07283687921793,yes
Mango,Lateritic Red Soil,Southwest Monsoon,January,Tropical Wet and Dry (Monsoon-Influenced),46.538732315613174,42.59803412040818,15.396163737260938,yes
Oilseeds,Laterite Soil,Northeast Monsoon,February,Humid Subtropical Climate,16.415731470605287,66.89010768743206,73.6068556624529,no
Tapioca,Laterite Soil,Northeast Monsoon,November,Tropical Wet and Dry (Monsoon-Influenced),34.28177205111464,6.705183975773188,67.30748759856901,no
Groundnut,Alluvial Soil,Southwest Monsoon,June,Tropical Savanna,51.34808385272126,37.61286292998087,61.19232598219031,no
Tapioca,Red Soil,Northeast Monsoon,June,Mountain Climate,95.60608086861255,23.374556320051397,84.78265688893364,yes
Betel Leaves,Black Soil,Hot Dry Season,September,Tropical Wet (Monsoon),85.10867687397857,18.912827047134783,52.04735352348836,no
Cardamom,Black Soil,Southwest Monsoon,March,Tropical Semi-Arid,13.495848479050265,70.90052652035996,15.894183252072025,yes
Groundnut,Mountain Soil,Hot Dry Season,October,Humid Subtropical Climate,31.277063222800482,6.5668174661298035,61.13612547990622,no
Betel Leaves,Lateritic Red Soil,Southwest Monsoon,July,Tropical Wet and Dry (Monsoon-Influenced),27.568962638126838,3.495922637047477,39.04629333372402,no
Coffee,Laterite Soil,Southwest Monsoon,May,Subtropical Highland Climate,96.22289495378902,30.56457866083703,30.440421116792916,no
Groundnut,Lateritic Red Soil,Southwest Monsoon,September,Subtropical Highland Climate,51.37015262243077,56.74731694636124,24.811901323203934,no
Cotton,Mountain Soil,Hot Dry Season,November,Tropical Wet and Dry (Monsoon-Influenced),3.6968723322354236,25.442500170561033,96.58919295815737,no
Sugarcane,Laterite Soil,Southwest Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),66.11226409431717,89.41320797036985,35.86381517964621,no
Banana,Laterite Soil,Northeast Monsoon,June,Tropical Wet and Dry (Monsoon-Influenced),55.46692753593051,24.290034643002823,32.187589620104426,yes
Mango,Alluvial Soil,Northeast Monsoon,September,Subtropical Highland Climate,4.164890788420328,83.01084713467218,15.758385798606723,no
